ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price
820,lounge,51,790,34963,1,45.7072486877441,11.4776000976563,9700
821,lounge,51,3988,31487,1,45.320011138916,10.5785903930664,5900
822,lounge,51,1127,37000,1,40.6723785400391,14.7282199859619,10500
823,lounge,51,2192,69000,1,41.9032211303711,12.4956502914429,7500
824,lounge,51,790,30365,1,41.9032211303711,12.4956502914429,8650
825,lounge,51,640,35983,1,41.1078796386719,14.2088098526001,9400
826,pop,51,2647,62000,1,41.9032211303711,12.4956502914429,6500
827,sport,62,2953,102800,1,45.0007019042969,7.68227005004883,6600
828,lounge,51,790,29220,1,41.9032211303711,12.4956502914429,8650
829,lounge,51,1308,31750,1,43.2068786621094,13.2846403121948,9800
830,pop,51,731,47725,1,44.0057907104492,12.6563196182251,10350
831,lounge,51,1521,27206,1,45.2824211120606,9.93130016326904,9950
832,lounge,51,701,20000,1,45.6425018310547,12.1636199951172,9800
833,pop,51,2496,89000,1,40.6671409606934,16.6044502258301,8800
834,lounge,51,790,28191,1,43.5290298461914,12.1621837615967,9490
835,lounge,51,2251,73453,4,45.0631294250488,7.57679986953735,7300
836,pop,51,366,16500,1,45.6118698120117,8.85474967956543,10500
837,pop,51,366,11000,1,45.0565986633301,9.70176029205322,9900
838,lounge,51,609,31801,1,41.1078796386719,14.2088098526001,9400
839,lounge,51,790,47524,1,45.7072486877441,11.4776000976563,9900
840,lounge,51,3258,71000,1,45.5064697265625,8.81519031524658,7500
841,lounge,51,366,13180,1,41.9032211303711,12.4956502914429,10100
842,lounge,51,821,29560,1,41.9032211303711,12.4956502914429,10400
843,pop,62,2282,117000,1,45.509449005127,9.08870029449463,7100
844,pop,51,1066,64700,1,45.5365905761719,10.2320404052734,8800
845,lounge,51,762,33245,1,41.1078796386719,14.2088098526001,10900
846,lounge,51,425,18641,1,45.7072486877441,11.4776000976563,10500
847,lounge,51,1400,21000,1,41.8029899597168,12.5989303588867,9590
848,lounge,51,487,2790,1,45.7669792175293,11.7384004592896,10400
849,lounge,51,3197,85373,1,45.0631294250488,7.57679986953735,5900
850,lounge,51,640,5591,1,46.0177612304688,11.9030599594116,10500
851,lounge,51,1766,66000,1,41.9032211303711,12.4956502914429,8900
852,lounge,51,701,35098,1,41.1078796386719,14.2088098526001,8900
853,lounge,51,1035,33000,1,41.6695098876953,12.5022296905518,9999
854,lounge,62,3013,73799,1,42.7477607727051,13.8880195617676,5500
855,lounge,51,4292,65000,1,44.5803718566895,10.7315502166748,5000
856,lounge,51,790,29395,1,41.9032211303711,12.4956502914429,8650
857,pop,62,3562,87000,1,44.0631294250488,12.4470100402832,3990
858,lounge,51,821,28000,1,45.6457214355469,11.7843704223633,9900
859,pop,51,1644,41195,1,41.9032211303711,12.4956502914429,8500
860,lounge,51,456,22000,1,45.9605712890625,8.44937038421631,10490
861,pop,51,3409,118000,1,44.0937385559082,12.3960199356079,5500
862,lounge,51,821,26333,1,41.6096000671387,12.5471696853638,9800
863,pop,62,2892,90211,2,45.0631294250488,7.57679986953735,6800
864,lounge,51,640,5591,1,45.4094390869141,11.8717098236084,10500
865,lounge,51,670,35016,1,41.1078796386719,14.2088098526001,9400
866,lounge,51,3623,97000,1,45.467960357666,9.1817798614502,5300
867,lounge,51,2678,93000,1,45.1388206481934,9.05412006378174,5900
868,sport,51,3347,86000,1,45.5644912719727,10.1156101226807,5999
869,lounge,51,821,29370,1,41.9032211303711,12.4956502914429,10400
870,lounge,51,2131,79000,1,40.8547096252441,14.3792104721069,8190
871,lounge,51,3470,71500,1,41.4627304077149,12.9052801132202,6700
872,sport,73,4292,172000,1,41.9032211303711,12.4956502914429,4500
873,lounge,51,762,41827,1,45.6835289001465,11.9529495239258,9500
874,lounge,51,1886,59800,1,45.7832489013672,12.4881200790405,7900
875,lounge,62,3227,152577,1,40.7482414245605,14.5283498764038,6190
876,lounge,51,640,5591,1,45.9221687316895,12.361499786377,10500
877,lounge,51,670,32855,1,41.1078796386719,14.2088098526001,9400
878,pop,51,943,55000,1,45.7785911560059,8.94624996185303,7500
879,pop,51,1492,83063,1,44.5088386535645,11.4690799713135,7450
880,pop,51,366,25955,1,45.467960357666,9.1817798614502,10390
881,lounge,51,1858,42000,2,41.6695098876953,12.5022296905518,8400
882,lounge,51,2496,60000,2,40.8547096252441,14.3792104721069,6490
883,pop,51,790,45012,2,41.1078796386719,14.2088098526001,8500
884,lounge,51,2374,100000,1,40.9285011291504,14.2036695480347,5900
885,lounge,51,762,19785,1,45.3543891906738,11.8692598342896,9500
886,lounge,51,731,26521,1,42.1042404174805,13.6024589538574,10500
887,lounge,51,456,21907,1,43.4397583007813,13.6072597503662,10800
888,lounge,51,2831,41000,1,41.1520614624024,15.0830898284912,7900
889,pop,51,456,23000,1,41.9032211303711,12.4956502914429,9970
890,lounge,51,701,41740,1,41.1078796386719,14.2088098526001,9400
891,pop,51,1066,64500,1,45.5604095458984,8.05978012084961,7900
892,lounge,51,456,13716,1,45.3936004638672,10.4822397232056,10900
893,pop,51,790,32130,1,37.5185813903809,15.0071096420288,10900
894,pop,51,4200,131000,1,45.031909942627,9.24110984802246,4500
895,pop,51,790,52274,1,41.1078796386719,14.2088098526001,8500
896,lounge,51,1035,40000,1,41.9032211303711,12.4956502914429,8900
897,pop,51,1492,91232,1,44.5088386535645,11.4690799713135,7450
898,lounge,51,425,17300,1,41.2026481628418,13.8530101776123,9900
899,pop,51,2009,58644,1,40.7482414245605,14.5283498764038,7390
900,lounge,51,3835,100000,1,44.7178382873535,8.28713035583496,5200
901,pop,51,397,19000,1,41.9032211303711,12.4956502914429,9970
902,lounge,51,548,12000,1,43.8637390136719,7.85302019119263,9990
903,lounge,51,670,43814,1,41.1078796386719,14.2088098526001,9400
904,lounge,51,366,9248,1,40.8213996887207,14.1223802566528,10000
905,pop,51,2435,130000,1,41.7700805664063,12.2271099090576,5900
906,lounge,51,762,10400,1,44.9072418212891,8.61155986785889,9900
907,lounge,51,1370,27512,1,45.6298484802246,9.15511989593506,9490
908,sport,51,4414,177000,1,46.4952812194824,11.3534603118897,5400
909,lounge,51,1005,47800,1,41.4627304077149,12.9052801132202,10300
910,lounge,51,3197,114500,1,46.0700492858887,11.1192598342896,7790
911,lounge,51,1766,56205,1,44.5088386535645,11.4690799713135,9300
912,sport,51,3712,130000,2,45.7619705200195,11.4360504150391,6000
913,lounge,51,4049,111498,4,45.6460990905762,10.4991598129272,6500
914,sport,73,4322,128000,1,45.0696792602539,7.70491981506348,4400
915,pop,51,397,18000,1,41.9032211303711,12.4956502914429,9970
916,lounge,51,397,17081,1,45.0696792602539,7.70491981506348,10900
917,lounge,51,670,41260,1,41.1078796386719,14.2088098526001,9400
918,lounge,51,366,9248,1,40.9952507019043,17.2191600799561,10000
919,lounge,51,1644,58243,1,45.4381103515625,12.3181495666504,9300
920,lounge,51,2861,84500,1,45.5125694274902,10.3290100097656,6500
921,pop,51,4322,132848,1,45.6324310302734,8.88885021209717,4900
922,lounge,51,3865,120000,1,45.5005493164063,9.32660007476807,4500
923,lounge,51,701,24446,1,40.4010696411133,15.592869758606,10399
924,lounge,51,3258,77000,1,39.9310417175293,18.3604793548584,6900
925,pop,51,1370,106074,1,44.5088386535645,11.4690799713135,7450
926,sport,58,3684,62000,1,45.5198287963867,9.36561965942383,5800
927,lounge,51,3592,83721,1,40.8358116149902,14.5044097900391,5990
928,lounge,51,670,21000,1,43.7108612060547,10.783579826355,10800
929,pop,51,4627,148000,1,45.3566017150879,9.20345020294189,3500
930,lounge,51,1492,30795,1,45.1424102783203,10.0152101516724,10700
931,lounge,51,670,36832,1,41.1078796386719,14.2088098526001,8900
932,lounge,51,1644,47500,1,44.9072418212891,8.61155986785889,9500
933,lounge,62,3347,94000,1,41.9032211303711,12.4956502914429,5800
934,lounge,51,4230,103518,1,45.4381103515625,12.3181495666504,4500
935,pop,51,2192,98000,1,45.4267311096191,9.06472015380859,6900
936,pop,73,4658,165000,2,45.5840911865234,9.27095985412598,3600
937,lounge,51,4658,56779,2,45.2513084411621,10.6687002182007,10900
938,pop,51,2861,77550,1,45.7203903198242,12.4659795761108,7100
939,pop,51,1492,88639,1,44.5088386535645,11.4690799713135,7450
940,pop,51,762,18000,1,41.9032211303711,12.4956502914429,8399
941,lounge,51,2162,71000,1,41.9032211303711,12.4956502914429,6890
942,lounge,51,2496,75000,1,45.57373046875,8.91300964355469,6900
943,lounge,51,397,16100,1,41.9032211303711,12.4956502914429,9970
944,lounge,51,1613,65453,1,45.6501617431641,9.20518970489502,9900
945,lounge,51,670,35804,1,41.1078796386719,14.2088098526001,8900
946,lounge,51,366,9248,1,38.1220703125,13.361120223999,10000
947,lounge,62,2922,99400,1,44.6480598449707,7.65058994293213,5700
948,lounge,51,397,15042,1,45.4381103515625,12.3181495666504,10800
949,pop,51,2739,84000,1,45.4267311096191,9.06472015380859,7300
950,lounge,51,790,32000,1,41.5722389221191,13.3336896896362,9490
951,lounge,51,762,36463,1,41.1078796386719,14.2088098526001,10900
952,lounge,51,3684,78000,1,43.5529098510742,10.3199796676636,6500
953,lounge,51,2009,35552,1,42.5628318786621,12.6422004699707,8900
954,lounge,51,2739,93000,1,45.740779876709,9.58100986480713,8800
955,lounge,51,456,9097,1,45.8147506713867,8.83012962341309,10700
956,lounge,51,790,34000,1,44.9855308532715,7.8709602355957,10500
957,lounge,51,790,26210,1,41.9032211303711,12.4956502914429,8750
958,lounge,62,3013,90000,1,45.0696792602539,7.70491981506348,7300
959,lounge,51,640,33141,1,41.1078796386719,14.2088098526001,8900
960,lounge,51,366,9248,1,43.7823715209961,11.2549896240234,10000
961,pop,51,4414,201000,1,45.1411399841309,9.10807991027832,2500
962,lounge,51,1978,59000,1,44.9887390136719,9.01049995422363,7190
963,pop,51,2831,83000,1,46.4952812194824,11.3534603118897,6800
964,lounge,51,731,10400,1,44.0098114013672,10.5903701782227,10800
965,lounge,51,731,17000,1,45.2513084411621,10.6687002182007,9100
966,lounge,51,2831,50247,1,44.055419921875,12.5700397491455,7380
967,lounge,51,3227,78000,1,44.1118583679199,9.95886039733887,7800
968,lounge,51,1858,60000,1,41.3578491210938,13.4246301651001,8900
969,pop,51,731,34300,1,41.4507217407227,12.6250200271606,9490
970,lounge,51,790,29340,1,41.9032211303711,12.4956502914429,8650
971,lounge,51,701,29000,1,36.8558387756348,14.7604703903198,10700
972,pop,51,517,18000,1,40.9107513427734,14.5089902877808,10900
973,lounge,51,640,37307,1,41.1078796386719,14.2088098526001,8900
974,lounge,51,1096,50290,1,41.9032211303711,12.4956502914429,7100
975,lounge,51,701,19000,1,40.7348403930664,14.5734195709229,9499
976,pop,51,1978,53243,1,44.283878326416,11.8881397247314,8990
977,lounge,51,1613,12400,1,45.4533195495606,10.4096698760986,10500
978,lounge,51,731,26200,1,44.0098114013672,10.5903701782227,10800
979,lounge,51,731,15000,1,45.2513084411621,10.6687002182007,9100
980,lounge,51,762,9900,1,45.7075996398926,8.91166973114014,10950
981,sport,62,2800,6200,1,43.3726615905762,13.2198095321655,7500
982,pop,51,762,15600,1,41.9032211303711,12.4956502914429,9900
983,pop,73,3623,133000,1,45.467960357666,9.1817798614502,6300
984,lounge,51,821,29520,1,41.9032211303711,12.4956502914429,10400
985,sport,51,4139,87000,1,41.9032211303711,12.4956502914429,5900
986,pop,51,1766,55519,1,45.1215896606445,7.8155198097229,8700
987,lounge,51,701,38315,1,41.1078796386719,14.2088098526001,9400
988,lounge,51,366,9248,1,45.0067405700684,8.92418956756592,10000
989,lounge,51,1066,58600,1,44.9072418212891,8.61155986785889,8500
990,lounge,51,609,47989,1,41.1078796386719,14.2088098526001,9800
991,lounge,51,670,52400,1,43.2538604736328,11.8161497116089,8800
992,lounge,51,670,21000,1,44.0098114013672,10.5903701782227,10800
993,lounge,51,3835,96700,1,41.4627304077149,12.9052801132202,6300
994,lounge,51,821,14500,1,41.9032211303711,12.4956502914429,10600
995,lounge,51,790,40100,1,45.3340797424316,11.3768701553345,10200
996,pop,51,701,13947,1,45.4381103515625,12.3181495666504,9700
997,lounge,51,2192,106000,1,40.5638885498047,17.3391990661621,7500
998,sport,51,3470,139750,3,41.2329483032227,16.2948608398438,5800
999,pop,51,731,56000,3,40.8401412963867,14.2522602081299,8900
1000,pop,51,2070,97677,1,42.5144081115723,14.1477098464966,7790
1001,lounge,51,670,23458,1,41.1078796386719,14.2088098526001,9400
1002,lounge,51,366,9248,1,39.2145385742187,9.11048984527588,10000
1003,pop,51,2404,85000,1,43.5290298461914,12.1621837615967,6499
1004,lounge,51,609,45053,1,41.1078796386719,14.2088098526001,9600
1005,lounge,51,3227,68000,1,39.8452606201172,18.3655204772949,7450
1006,pop,51,731,17400,1,44.0098114013672,10.5903701782227,10800
1007,lounge,51,2466,47524,1,45.0696792602539,7.70491981506348,7950
1008,sport,62,3074,112117,1,45.2522811889648,8.74260997772217,8900
1009,pop,62,1797,32000,1,40.9110908508301,14.3982095718384,10500
1010,lounge,51,456,13000,1,45.9605712890625,8.44937038421631,10490
1011,lounge,51,3347,138000,2,45.5320014953613,9.28153038024902,4600
1012,pop,51,4169,143253,2,43.7099609375,10.399450302124,3900
1013,pop,51,2404,80613,2,41.9032211303711,12.4956502914429,6900
1014,lounge,51,3227,140000,2,41.7690505981445,12.6628103256226,4800
1015,lounge,51,609,34782,2,41.1078796386719,14.2088098526001,8900
1016,lounge,51,366,9248,1,44.5048217773438,11.3451795578003,10000
1017,sport,51,4261,105000,1,45.6965599060059,9.0643196105957,4900
1018,lounge,51,670,36900,1,40.914119720459,14.2663898468018,8900
1019,lounge,51,366,12000,1,42.0968589782715,11.7898101806641,9990
1020,pop,51,1492,59000,1,44.0098114013672,10.5903701782227,7500
1021,lounge,51,1492,56779,1,45.2513084411621,10.6687002182007,10900
1022,lounge,51,4200,110000,1,41.9032211303711,12.4956502914429,4999
1023,lounge,51,425,19570,1,45.6835289001465,11.9529495239258,10500
1024,lounge,51,790,33869,1,43.5290298461914,12.1621837615967,9490
1025,pop,51,701,39162,1,45.5712203979492,9.15913963317871,9780
1026,lounge,51,3743,128000,1,37.5039596557617,14.9668102264404,6700
1027,pop,51,4049,163000,1,45.662281036377,9.63129997253418,4900
1028,lounge,51,1066,69000,1,41.9032211303711,12.4956502914429,8900
1029,lounge,51,670,42207,1,41.1078796386719,14.2088098526001,8900
1030,lounge,51,4414,149326,1,45.8107109069824,9.08714962005615,3900
1031,pop,51,2739,91000,1,45.6965599060059,9.0643196105957,7800
1032,lounge,51,2466,110000,1,45.0696792602539,7.70491981506348,5990
1033,pop,51,1886,33530,1,40.8213996887207,14.1223802566528,7300
1034,lounge,51,670,26500,1,44.0098114013672,10.5903701782227,10800
1035,lounge,51,670,56779,1,45.2513084411621,10.6687002182007,10900
1036,lounge,51,1797,71800,1,45.8147506713867,8.83012962341309,9300
1037,pop,51,2039,47000,1,43.5290298461914,12.1621837615967,7490
1038,sport,51,701,39162,1,40.7522087097168,14.4534101486206,9879
1039,lounge,51,790,36624,1,45.022388458252,7.58601999282837,8990
1040,lounge,51,1155,27944,1,45.4913482666016,10.2174396514893,9900
1041,pop,51,701,42000,1,45.6744918823242,12.1554002761841,8450
1042,lounge,51,640,38231,1,41.1078796386719,14.2088098526001,8900
1043,lounge,51,2616,56000,1,45.5840911865234,9.27095985412598,7699
1044,pop,51,3835,160000,1,45.5721397399902,9.76867008209229,5700
1045,lounge,51,762,60000,2,45.4383010864258,10.9917001724243,9400
1046,pop,51,366,19500,2,44.0098114013672,10.5903701782227,9900
1047,lounge,51,790,28291,1,40.4010696411133,15.592869758606,9499
1048,pop,51,1552,54000,1,43.4635391235352,11.8776502609253,11000
1049,lounge,51,456,22172,1,44.4117584228516,12.2040596008301,10900
1050,lounge,51,2466,83490,3,43.5290298461914,12.1621837615967,6490
1051,pop,51,701,39162,3,40.7522087097168,14.4534101486206,9879
1052,sport,51,4049,98000,1,41.9032211303711,12.4956502914429,5500
1053,lounge,51,731,17400,1,45.6425018310547,12.1636199951172,9800
1054,lounge,51,640,34419,1,41.1078796386719,14.2088098526001,8900
1055,lounge,51,762,18467,1,40.4010696411133,15.592869758606,9999
1056,lounge,51,397,13546,1,41.9032211303711,12.4956502914429,9550
1057,pop,51,670,45400,1,43.8818893432617,10.8023500442505,10500
1058,sport,51,3500,60000,2,45.4383010864258,10.9917001724243,6900
1059,pop,51,4474,119000,2,45.656379699707,9.50508975982666,4700
1060,pop,51,4049,140000,2,40.4010696411133,15.592869758606,5700
1061,lounge,51,2527,117000,2,45.7836685180664,8.96724033355713,7885
1062,lounge,51,1278,24162,1,45.0696792602539,7.70491981506348,8990
1063,lounge,51,821,32150,1,45.5128517150879,9.98025989532471,10400
1064,sport,51,701,56779,1,41.9032211303711,12.4956502914429,10180
1065,lounge,51,821,14900,1,45.6425018310547,12.1636199951172,9800
1066,lounge,51,2101,80133,1,45.467960357666,9.1817798614502,7990
1067,lounge,51,670,35985,1,41.1078796386719,14.2088098526001,8900
1068,lounge,51,397,13017,1,41.9032211303711,12.4956502914429,9550
1069,lounge,51,366,7200,1,41.9032211303711,12.4956502914429,10500
1070,pop,51,366,11200,1,45.5459785461426,12.1605596542358,9490
1071,lounge,51,456,16000,1,45.9605712890625,8.44937038421631,10490
1072,pop,51,2527,106000,1,45.7646484375,8.99450016021729,6900
1073,lounge,51,2647,70000,1,43.5213012695313,11.5684900283813,7500
1074,lounge,51,456,21907,1,45.3936004638672,10.4822397232056,10900
1075,pop,51,1066,16000,1,45.7619705200195,11.4360504150391,9500
1076,sport,51,701,39162,1,41.8029899597168,12.5989303588867,10180
1077,lounge,51,456,15344,1,45.7766914367676,9.06525039672852,9890
1078,lounge,51,790,34629,1,45.467960357666,9.1817798614502,10490
1079,lounge,51,2131,64678,1,45.0696792602539,7.70491981506348,7490
1080,lounge,51,640,39332,1,41.1078796386719,14.2088098526001,9400
1081,lounge,51,397,13546,1,41.9032211303711,12.4956502914429,9550
1082,lounge,51,701,34027,1,44.7154083251953,11.3083000183105,10500
1083,lounge,51,821,28220,1,41.9032211303711,12.4956502914429,10400
1084,sport,51,3166,90000,1,40.6671409606934,16.6044502258301,6500
1085,lounge,51,701,10000,1,43.8419799804688,10.5153102874756,9800
1086,lounge,51,456,18253,1,45.3936004638672,10.4822397232056,10900
1087,pop,51,366,17000,1,45.0007019042969,7.68227005004883,10200
1088,pop,51,701,56779,1,41.9032211303711,12.4956502914429,10180
1089,lounge,51,456,11511,1,45.7766914367676,9.06525039672852,9890
1090,lounge,51,882,33160,1,45.7789993286133,12.9970903396606,9900
1091,lounge,51,821,30510,1,41.9032211303711,12.4956502914429,10400
1092,lounge,51,670,42329,1,41.1078796386719,14.2088098526001,9400
1093,pop,51,1339,32000,1,41.9032211303711,12.4956502914429,7990
1094,lounge,51,670,34825,1,44.7154083251953,11.3083000183105,10500
1095,lounge,51,790,26220,1,41.9032211303711,12.4956502914429,8750
1096,lounge,51,670,28642,1,45.6098289489746,9.14700031280518,9990
1097,lounge,51,1461,36000,1,41.9032211303711,12.4956502914429,9300
1098,lounge,51,762,13590,1,44.5048217773438,11.3451795578003,10500
1099,pop,51,701,39162,1,41.8029899597168,12.5989303588867,10180
1100,lounge,51,397,18324,1,45.7766914367676,9.06525039672852,9990
1101,lounge,51,821,18990,1,41.9032211303711,12.4956502914429,10700
1102,lounge,51,640,38294,1,41.1078796386719,14.2088098526001,8900
1103,pop,51,3684,116000,1,45.0007019042969,7.68227005004883,4900
1104,lounge,51,640,33630,1,44.7154083251953,11.3083000183105,10500
1105,lounge,51,821,26390,1,41.9032211303711,12.4956502914429,10500
1106,lounge,51,670,28181,1,45.6098289489746,9.14700031280518,9990
1107,lounge,51,1247,23000,1,41.9032211303711,12.4956502914429,10600
1108,lounge,51,1035,22000,1,41.0559196472168,14.2994403839111,9500
1109,lounge,51,4108,90000,1,45.7836685180664,8.96724033355713,5000
1110,lounge,51,2070,114000,1,45.5365905761719,10.2320404052734,7000
1111,lounge,51,397,18900,1,45.1921615600586,11.213020324707,10900
1112,lounge,51,670,30000,1,45.7646484375,8.99450016021729,10800
1113,lounge,51,609,44208,1,41.1078796386719,14.2088098526001,9500
1114,lounge,51,609,114000,1,40.8459014892578,14.369270324707,4600
1115,lounge,51,640,33389,1,41.1078796386719,14.2088098526001,8900
1116,sport,73,4414,190000,1,41.9032211303711,12.4956502914429,3800
1117,pop,51,4414,119000,1,45.5013389587402,9.02571964263916,4490
1118,lounge,51,640,41000,1,43.0675315856934,12.551549911499,10800
1119,pop,51,1886,33530,1,40.9921607971191,14.2139301300049,7300
1120,lounge,51,670,30357,1,45.6098289489746,9.14700031280518,9990
1121,pop,51,731,39900,1,45.5740203857422,10.0024099349976,9850
1122,lounge,51,1035,25000,1,41.0559196472168,14.2994403839111,9500
1123,pop,51,790,36060,1,45.467960357666,9.1817798614502,9990
1124,lounge,51,1308,49000,1,45.467960357666,9.1817798614502,9490
1125,lounge,51,762,41110,1,42.1042404174805,13.6024589538574,10300
1126,pop,51,2374,108000,1,45.7836685180664,8.96724033355713,7400
1127,lounge,51,701,39207,1,41.1078796386719,14.2088098526001,8900
1128,pop,51,2343,82000,1,45.6069717407227,9.62922954559326,6490
1129,pop,51,1066,66000,1,40.8401412963867,14.2522602081299,7900
1130,pop,51,790,39144,1,45.7072486877441,11.4776000976563,9700
1131,lounge,51,1127,24000,1,40.3579483032227,18.1680107116699,10990
1132,lounge,51,790,30779,1,45.292121887207,12.0319795608521,10490
1133,lounge,51,1217,56779,1,45.6663589477539,12.2418899536133,10800
1134,lounge,51,762,22770,1,45.5326614379883,9.03892040252686,10900
1135,pop,51,366,17845,1,45.467960357666,9.1817798614502,9800
1136,lounge,51,456,11511,1,45.4361000061035,8.8878698348999,9890
1137,pop,51,701,47600,1,41.8230895996094,12.802209854126,8500
1138,lounge,51,4049,158000,1,40.9471702575684,14.372540473938,4500
1139,lounge,51,640,32328,1,41.1078796386719,14.2088098526001,8900
1140,pop,51,3804,110000,1,45.7765884399414,12.0473003387451,3900
1141,lounge,51,2861,65000,1,39.6996612548828,9.57773017883301,5800
1142,lounge,51,3684,134000,1,44.5048217773438,11.3451795578003,5500
1143,lounge,51,1005,28000,1,44.0937385559082,12.3960199356079,9800
1144,sport,51,4535,133900,1,44.0353317260742,10.1394901275635,5900
1145,lounge,77,1674,32654,1,40.8401412963867,14.2522602081299,9990
1146,lounge,51,456,14970,1,45.8147506713867,8.83012962341309,10700
1147,lounge,51,397,18324,1,45.4361000061035,8.8878698348999,9990
1148,lounge,74,3957,235000,1,45.9649314880371,12.6445302963257,5700
1149,lounge,51,2739,82000,1,45.6303291320801,12.5669603347778,6900
1150,lounge,51,397,11997,1,41.0833511352539,16.7785892486572,9999
1151,lounge,51,366,17559,1,45.4381103515625,12.3181495666504,10800
1152,lounge,51,366,13464,1,45.3668594360352,10.2184801101685,9699
1153,lounge,51,1066,59961,1,40.7522087097168,14.4534101486206,7479
1154,lounge,51,425,16805,1,40.8401412963867,14.2522602081299,10690
1155,lounge,51,701,14500,1,45.4381103515625,12.3181495666504,10000
1156,sport,51,4474,88578,1,40.3579483032227,18.1680107116699,5790
1157,lounge,51,4322,116210,1,45.7836685180664,8.96724033355713,6250
1158,pop,51,1066,65689,1,44.5088386535645,11.4690799713135,8500
1159,lounge,51,1155,53000,1,45.467960357666,9.1817798614502,9990
1160,lounge,51,670,30000,1,45.7646484375,8.99450016021729,10800
1161,lounge,51,456,15344,1,45.4361000061035,8.8878698348999,9890
1162,pop,51,397,17000,1,41.9032211303711,12.4956502914429,9970
1163,pop,51,1736,50059,1,41.9032211303711,12.4956502914429,7350
1164,lounge,51,397,11997,1,41.9032211303711,12.4956502914429,9999
1165,lounge,51,397,19510,1,45.4381103515625,12.3181495666504,10800
1166,lounge,51,397,14796,1,45.3668594360352,10.2184801101685,9999
1167,lounge,51,701,19000,1,40.7348403930664,14.5734195709229,9299
1168,pop,51,2192,69000,1,41.4627304077149,12.9052801132202,6900
1169,lounge,51,821,14630,1,44.0937385559082,12.3960199356079,10900
1170,pop,51,1431,87000,1,44.5088386535645,11.4690799713135,7450
1171,lounge,51,3835,124000,1,45.6952285766602,9.66950988769531,5200
1172,lounge,51,670,31000,1,45.7646484375,8.99450016021729,10800
1173,lounge,51,3319,129000,1,43.8820686340332,11.1003503799438,5800
1174,lounge,51,3197,72900,1,45.4324493408203,9.10958003997803,8500
1175,pop,51,366,14730,1,44.5124282836914,11.1283798217773,9500
1176,lounge,51,397,11997,1,45.6663589477539,12.2418899536133,9999
1177,lounge,51,397,12473,1,45.4381103515625,12.3181495666504,10800
1178,lounge,51,1431,30200,1,44.5048217773438,11.3451795578003,9900
1179,lounge,51,640,40600,1,43.0675315856934,12.551549911499,10800
1180,lounge,74,3804,62000,1,45.0713310241699,7.51594018936157,5900
1181,lounge,51,366,14500,1,45.4381103515625,12.3181495666504,10100
1182,pop,51,2831,79271,1,40.3579483032227,18.1680107116699,8490
1183,lounge,51,2831,134000,1,40.9556694030762,14.5314102172852,5800
1184,lounge,51,790,33597,1,45.467960357666,9.1817798614502,9790
1185,lounge,51,1005,51000,1,40.9113616943359,14.211199760437,8799
1186,lounge,51,670,30000,1,45.7646484375,8.99450016021729,10800
1187,lounge,51,1827,81600,1,40.5608291625977,17.8080196380615,6490
1188,lounge,51,821,26330,1,41.9032211303711,12.4956502914429,10500
1189,lounge,51,1217,28000,1,40.6583213806152,17.707160949707,8600
1190,lounge,51,366,13269,1,45.4381103515625,12.3181495666504,10800
1191,lounge,51,2131,59000,1,42.1023712158203,12.1764001846313,8400
1192,pop,51,731,33961,1,45.6599311828613,8.79255962371826,10200
1193,lounge,51,425,24500,1,45.4381103515625,12.3181495666504,10100
1194,pop,51,3623,77000,1,45.6340408325195,10.1948699951172,7990
1195,lounge,51,1155,32000,1,41.6837997436523,12.7745199203491,8900
1196,lounge,51,1827,39439,1,45.6606788635254,10.0646095275879,9400
1197,pop,51,366,19220,1,45.4381103515625,12.3181495666504,9800
1198,sport,51,4261,95000,1,43.3726615905762,13.2198095321655,4800
1199,lounge,51,1155,38000,1,41.2392807006836,13.9330196380615,8999
1200,lounge,51,640,33000,1,45.4050712585449,9.92733955383301,9900
1201,lounge,51,701,42915,1,45.0696792602539,7.70491981506348,9500
1202,pop,51,790,50740,1,40.8714294433594,14.4389600753784,8300
1203,lounge,51,456,19494,1,44.3882217407227,7.54832983016968,10900
1204,pop,51,1766,80000,1,42.1023712158203,12.1764001846313,7500
1205,lounge,51,2162,78817,1,45.4094390869141,11.8717098236084,8500
1206,lounge,51,731,20000,1,41.5722389221191,13.3336896896362,9900
1207,lounge,51,670,24598,1,45.4381103515625,12.3181495666504,10000
1208,pop,51,731,25000,1,41.7211799621582,12.673680305481,10400
1209,lounge,51,2861,108000,2,43.5651817321777,11.1784801483154,6900
1210,lounge,51,2251,57688,2,45.7372703552246,11.3897895812988,8800
1211,lounge,51,456,13250,2,42.1023712158203,12.1764001846313,10890
1212,lounge,51,1155,40700,1,41.9032211303711,12.4956502914429,8750
1213,lounge,51,670,29000,1,45.4050712585449,9.92733955383301,9900
1214,lounge,51,1186,14500,1,41.9032211303711,12.4956502914429,10990
1215,pop,51,790,42259,1,40.8714294433594,14.4389600753784,8300
1216,lounge,51,670,5140,1,44.9072418212891,8.61155986785889,9500
1217,lounge,51,3653,122649,1,44.6431312561035,10.9340600967407,5300
1218,lounge,51,3227,54877,1,45.5365905761719,10.2320404052734,9900
1219,lounge,51,882,25000,1,44.9072418212891,8.61155986785889,8900
1220,lounge,51,3074,98000,1,45.6068916320801,9.30661964416504,6500
1221,lounge,51,2101,46000,1,43.5651817321777,11.1784801483154,9200
1222,lounge,51,821,15546,1,41.9032211303711,12.4956502914429,9500
